title,sentiment,key_phrase,confidence,response_id,country
"Turkish Stocks , Lira Tumble After Erdogan Comments Prompt Capital Control Concerns",negative,Lira Tumble After Erdogan Comments Prompt Capital Control Concerns,high,6tEiau21LracnsEP5dmPmAY,Turkey
Commitment of all Turks needed to combat attacks on economy : Erdogan - Newspaper,negative,combat attacks on economy,high,79Eiau39Ff_ikdUPrOr6gAU,Turkey
Argentine Markets Tumble as Emergency Rate Rises Jolt Investors,negative,Markets Tumble,high,89EiaoOnNvKtnsEPnseNgQI,Argentina
Turkey frees detained U . S . pastor in move likely to please Trump,positive,likely to please Trump,high,-NEiap-xHIWtkdUPofqS6Q0,Turkey
  Turkish economy set global example in past 16 year | Economy,positive,global example,high,_dEiavCQAd-0kdUPoLz_-A0,Turkey
UPDATE 8 - Argentina central bank tightens money spigot with sudden rate hike,negative,sudden rate hike,high,AdIiaqaeIuCJnsEP_fTEuAY,Argentina
Turkey Needs Foreign Funds as Short - Term Debt Looms,negative,Short - Term Debt Looms,high,BtIiapKbDOuD7M8P4vrYiA4,Turkey
Turkish Lira Plunge Brings Cost Relief for Zara Owner Inditex,negative,Turkish Lira Plunge,high,CtIiatSGLqDm7M8P1ZLM0AE,Turkey
Turkey economy slowed in second quarter as currency slid,negative,economy slowed,high,D9Iiavb0E7GBkdUP7Y3sgA4,Turkey
EMERGING MARKETS - LatAm currencies up ; rally undeterred by hawkish Fed,positive,currencies up,high,E9IiavGmOIm0nsEP_PrDmA4,Argentina
Turkey financial crisis : Inflation SOARS to 25 percent - highest in 15 YEARS | World | News,negative,Inflation SOARS to 25 percent,high,GNIiaquRJKmEkdUPkq20sQ8,Turkey
UPDATE 7 - Argentina central bank tightens money spigot with sudden rate hike,negative,sudden rate hike,high,HdIiarz8B9mN7M8P9IeEiQ4,Argentina
EBRD backs Turkish Lira - denominated debut bond issued by Turkish retailer Migros,positive,backs Turkish Lira - denominated debut bond,high,IdIiaoGkMav6nsEPzdj_-A0,Turkey
"Turkish inflation hits 25 % in October , highest in 15 years",negative,highest in 15 years,high,JtIiaq3BGKXMnsEPlsaWqA8,Turkey
"EMERGING MARKETS - Brazil , Chile hit hard by U . S .- China … – Brinkwire",negative,hit hard,high,K9IiaoBqhYXszw_81LbwDQ,Argentina
Turkish lira skids past 5 to dollar on U . S . sanctions move,negative,skids past 5 to dollar,high,L9IiavymJujY7M8P4c62mAE,Turkey
Argentine government reassures investors amid peso fall,negative,peso fall,high,NNIiapSKC9q0nsEP79eeMA,Argentina
"EMERGING MARKETS - Mexico peso rebounds , Brazil real slump deepens",neutral,"Mexico peso rebounds , Brazil real slump deepens",high,ONIiatuZKrainsEPlabu8QE,Argentina
Turkey central Bank hikes year - end inflation forecast to 23 . 5 % ,negative,hikes year - end inflation forecast,high,PdIiatyIEIbj7M8Pyr7SgQ4,Turkey
"EMERGING MARKETS - Equities markets fall amid global caution , monetary concerns",negative,equities markets fall,high,QdIiav-LNZWVkdUPwcPviQ4,Argentina
EMERGING MARKETS - Brazil stocks battered by election uncertainty,negative,battered by election uncertainty,high,RtIiarSSGfXMnsEPsfnP8AU,Argentina
"Emerging markets , in trade war crossfire , face deepening policy conundrum",negative,deepening policy conundrum,high,S9IiauW-Bp6ykdUPmNqW8A0,Argentina
"EMERGING MARKETS - LatAm markets seesaw on Syria , U . S . economic data",neutral,seesaw,high,T9IiaqOsKMq5nsEPuaO58QE,Argentina
FE Investegate |Cablevision Holding Announcements,neutral,Announcements,high,VNIiareeHJuekdUPpcTswQ4,Argentina
Turkish lira tumbles after central bank unexpectedly holds rates,negative,lira tumbles,high,WNIiasaTOteIkdUPn-TZ4A0,Turkey
EBRD backs Turkish retailer lira - denominated bond,positive,backs Turkish retailer,high,XdIiasjZI8uD7M8P1M71-AE,Turkey
Turkey central bank hikes interest rate to 24 % ,negative,hikes interest rate to 24 %,high,YtIiauKFDOnk7M8PudaRkQY,Turkey
UPDATE 2 - Argentina peso strengthens after central bank shake - up,positive,peso strengthens,high,ZtIiaoP9LeOxkdUPjuid0QE,Argentina
Argentina central bank holds policy rate at 27 . 25 percent,neutral,holds policy rate,high,a9IiaoLZGcD5nsEP3bfjgQ4,Argentina
Argentina strikes $50 billion financing deal with IMF,positive,financing deal,high,cNIiaoy_AdmVkdUP1t-9qAY,Argentina
"Turkish presidential decree allows forex loan restructuring in lira | CPI Financial | CPI Financial News | Banking and Financial News , Islamic Business and Finance , Commercial Banking",positive,allows forex loan restructuring,high,dNIiapbRKaLOnsEPiLzb6Q0,Turkey
Argentina awards natgas network service contract,positive,awards natgas network service contract,high,edIiatCDD_y0kdUPouWo4A0,Argentina
"RPT - COLUMN - Emerging markets , in trade war crossfire , face deepening policy conundrum : McGeever",negative,deepening policy conundrum,high,fdIiavfeM56KkdUPiOLAwAE,Argentina
UPDATE 1 - Argentina Macri says economy to return to growth in 2019,positive,return to growth,high,gtIiasCxHL-qnsEPsr-yyAU,Argentina
Turkish currency hits record low amid Erdogan concerns,negative,record low,high,h9IiavKzBNLrkdUPvvy_4Q0,Turkey
Turkish lira gains on hopes of improved U . S . ties,positive,lira gains,high,i9IiapKZMMy2kdUP7avd6AE,Turkey
Battered Argentine peso rises after interest rate jump,positive,rises after interest rate jump,high,kNIiarDNG4LonsEP0bSoyQE,Argentina
LatAm stocks rebound as traders see bargains,positive,stocks rebound,high,lNIiau7pPIv_nsEPiKvH6AE,Argentina
"As Turkish Lira Collapses , Foreign Banks in Turkey Rue the Day",negative,Turkish Lira Collapses,high,mdIiatT1JJqD7M8P2KvAgQY,Turkey
"Surrender your dollars , urges Turkey President Erdogan",negative,Surrender your dollars,high,ntIiatb0D4XxnsEP08eW8A0,Turkey
Doomsday - mongers will regret Turkey stance - Şimşek,positive,regret Turkey stance,high,otIiaofuNfvFnsEPu8-moQY,Turkey
EMERGING MARKETS - Latin American stocks seesaw after Trump tariff threats,negative,Trump tariff threats,high,p9IiauWCKtSB7M8PqePhkAU,Argentina
"Macri offers optimistic forecast of Argentine economy , pledging growth will return next year",positive,optimistic forecast,high,rNIiap76Dea4nsEPnYjMyAY,Argentina
EMERGING MARKETS - LatAm currencies seesaw on U . S . political woes,negative,political woes,high,sNIiaoaVMZ_knsEPy6De0AE,Argentina
Argentina peso firms as central bank returns to market,positive,peso firms,high,tdIiasePGcvqnsEP87fpyAE,Argentina
New restriction on foreign currency - denominated or indexed payments among residents in Turkey,negative,New restriction on foreign currency,high,udIiaoPVN_G4kdUPn5CGwAE,Turkey
IMF Board Approves Argentina $50 Billion Stand - By Arrangement,positive,Approves Argentina $50 Billion Stand-By Arrangement,high,vtIiat_CI6SBkdUPhrCe8A0,Argentina
The Turkish lira dives after Erdogan calls for lower interest rates stoking fears about central bank independence,negative,lira dives,high,w9Iiap6yCp_knsEP4KDe0AE,Turkey
Gold rate in Argentina on 27 April,neutral,Gold rate in Argentina,high,y9IiaqGWFOC2nsEPpsj-2AU,Argentina
Turkish Yields Head for Record While Lira Loses Rate - Hike Boost,negative,Lira Loses Rate-Hike Boost,high,09IiauXmCJ6pnsEP8aTJkQY,Turkey
Turkey Borsa Istanbul down at open | Economy,negative,down at open,high,19IiaoeHO6iUkdUP4umaoA4,Turkey
EMERGING MARKETS - Stocks and currencies boosted by hope of trade war cooling,positive,boosted by hope of trade war cooling,high,59IiaqrlCKaM7M8P4-K76A8,Turkey
EMERGING MARKETS - Brazilian real skids as election worries add to pessimism,negative,skids as election worries add to pessimism,high,69IiavKBNN7MnsEPp8y2iA4,Argentina
Turkish economy normalising after  attack from abroad - Finance Minister / CNN Turk,positive,economy normalising,high,8NIiauebGZ21nsEPme234AU,Turkey
"UPDATE 5 - Argentina peso firms , stocks fall after central bank action",neutral,"peso firms , stocks fall",high,9NIiaoPfPM3BnsEPzbSc4A0,Argentina
EMERGING MARKETS - Mexico peso slips as China - U . S . frictions fuel trade war fears,negative,trade war fears,high,-dIiavepJs2ensEP-YXKiQ4,Argentina
Argentina peso closes higher but inflation soars to 25 . 5 percent,negative,inflation soars to 25 . 5 percent,high,_tIiasKYDYXNnsEPtqPviA4,Argentina
"CORRECTED - EMERGING MARKETS - Turkish lira firms on hopes of improving U . S . ties , EM stocks falter again",neutral,"Turkish lira firms on hopes of improving U . S . ties , EM stocks falter again",high,AtMiaq7ILqSBkdUP3tSegA4,Turkey
Turkey ETF Rebounds on Hopes of Reconciliation with U . S . ,positive,Rebounds on Hopes,high,B9MiavfPFuDV7M8PxJ7bgAI,Turkey
EMERGING MARKETS - LatAm currencies climb on Trump … ,positive,currencies climb,high,C9Miar3WN9nk7M8PlovD0QE,Argentina
  Turkish economy set global example in past 16 year | Economy,positive,global example,high,ENMiao-NJLvOnsEPz_3P6A0,Turkey
Argentina seeks to reassure markets after peso crisis,negative,peso crisis,high,GNMiav3qO535nsEPgsjU2AE,Argentina
"RPT - As lira tumbled , Turkey prime minister won Erdogan over for rate hike",positive,won Erdogan over for rate hike,high,HdMiatyrH7SDkdUP-eLw4A0,Turkey
Turkey economy slowed in second quarter as currency slid,negative,economy slowed,high,ItMiappY5P2ewQ_u5P_oDQ,Turkey
Turkey Erdogan says to take aim at Moody following June elections,negative,take aim at Moody,high,JtMiapzKJJz-nsEP_dOp4AE,Turkey
Turkish central bank move raises questions over independence,negative,raises questions over independence,high,K9MiapjNDczPnsEPxo7ViQ4,Turkey
Moody Lowers Turkey Growth Forecast,negative,Lowers Turkey Growth Forecast,high,L9MiaoGXOcfHnsEP99DO4AQ,Turkey
Turkey Travel Money - Best way to take money to Turkey,neutral,Best way to take money,high,NNMiapDWHOK3nsEP0ZG1iAU,Turkey
EMERGING MARKETS - LatAm markets rise as global stocks rebound from recent selloff,positive,markets rise,high,OdMiapSiBbTj7M8Pr_LX2Q0,Argentina
Turkey lira weakens after government tax cut plans,negative,lira weakens,high,PdMiaqORKZS1nsEP7LHHkAU,Turkey
"Turkey property sales , rental contracts and leasing must be made in the Lira currency",negative,must be made in the Lira currency,high,RNMiaoWFEpG7nsEPyfzC8A0,Turkey
Brazil central bank surprises market with rate signal,neutral,surprises market,medium,SNMiapPOPPaCkdUPvvav8AE,Argentina
"Capital flight from emerging economies will be on the G20 table , anticipate Brazilian sources",negative,Capital flight,high,UNMiaoydAtm6kdUPovqV6Q0,Argentina
"Turkey rules property sales , rental agreements must be in ... ",neutral,must be in,high,VNMiar2OIaiEnsEPtdTUiQI,Turkey
What the matter with the Turkish Lira ? ,negative,What the matter with the Turkish Lira,high,WdMiauugEZeGnsEPlb_YiA4,Turkey
"Turkey says U . S . waging  economic war , lira weakens",negative,economic war,high,XdMiapWKPNHi7M8Ps7eV8AE,Turkey
Turkish lira still volatile as central bank moves on corporate forex,negative,lira still volatile,high,YtMiap-3JMjZ7M8P7tS--A0,Turkey
Argentina Names New Central Bank Chief as Peso Plummet Worsens,negative,Peso Plummet Worsens,high,Z9MiapPtDO2cnsEPk4nZ8Q0,Argentina
"Alibaba and other China heavyweights eye Turkey assets after lira plunge , source say",negative,lira plunge,high,bNMiaocloP6ewQ_4nO2ZAg,Turkey
EMERGING MARKETS - Argentina peso slides again ; central bank intervenes,negative,peso slides again,high,cNMiaraeIvvxnsEPyPmViAY,Argentina
Time To Buy Turkey On U . S . Sanctions Threat ? - iShares MSCI Turkey ETF ( NYSEARCA : TUR ) ,negative,U . S . Sanctions Threat,high,ddMiarrwDaP7nsEP4rvWwQ8,Turkey
Turkey fragile economy faces new risk in US sanctions threat,negative,fragile economy faces new risk,high,edMiaunxMYeckdUPz_jCwAY,Turkey
"EMERGING MARKETS - Mexican stocks , peso fall as leftist elected president",negative,"stocks , peso fall",high,ftMiaqnTIILwnsEPmer0qQU,Argentina
EMERGING MARKETS - Argentina peso tumbles again despite cenbank moves,negative,peso tumbles again,high,g9MiaseZDdCD7M8PremK-Q0,Argentina
Turkey Presidency submits 2019 budget to parliament,neutral,submits 2019 budget,high,h9Miav6-L76XkdUPvIiw-Q0,Turkey
Turkey economy slowed in second quarter as currency slid,negative,economy slowed,high,jNMiapSGFJ21nsEPmO234AU,Turkey
Argentina seeks to reassure markets after peso crisis,negative,peso crisis,high,kNMiavSaNoH1kdUPmZ6fgQc,Argentina
Volatility Return Is Making a Haven of Asia Emerging Markets,positive,Haven of Asia Emerging Markets,high,ldMiat_ZI6_DnsEPqL6kmQ4,Argentina
Satisfied with 6 % returns on bank deposits ? This country has just hiked its interest rates to 30 . 25 % ,negative,hiked its interest rates to 30.25%,high,mtMiapT8IcW0nsEPn5vBgA4,Argentina
Turkish lira strengthens after U . S . remarks on detained pastor,positive,lira strengthens,high,n9Miaq2bDYO9kdUP76Sp4Q0,Turkey
EMERGING MARKETS - LatAm stocks rebound as traders see bargains,positive,stocks rebound,high,pNMiavr6IdiUkdUPws_akA4,Argentina
"EMERGING MARKETS - Mexico stocks rebound , SQM shares sink in Chile",neutral,"Mexico stocks rebound , SQM shares sink",high,qdMiauyIEcXxnsEPp5_i8AE,Argentina
Turkey Erdogan calls on banks to offer lower interest rates : Anadolu,negative,lower interest rates,high,rtMiaqTqBOGK7M8Po9rXiQI,Turkey
A Quick Primer On The Turkish Lira Crisis,negative,Turkish Lira Crisis,high,stMiaurvJvOMkdUPmpbQgQY,Turkey
Turk Economy Czar Sees Curbing Inflation Top Priority - Economia e Finanza,positive,Curbing Inflation Top Priority,high,t9Miar6jC8vqkdUP8dfPiA8,Turkey
EMERGING MARKETS - LatAm markets up as trade war fears subside,positive,markets up as trade war fears subside,high,u9MiasmNL_msnsEPxYaI8AE,Argentina
Traders Gobble Up Soybean Meal,positive,Gobble Up,high,wdMiaoWzBqWlkdUPlK2_-AE,Argentina
Central Bank News,neutral,Central Bank News,high,xdMiavyqJ7i1kdUPm_KAuQ4,Argentina
Turkish lira firmest in three months on Iran sanctions waiver expectations,positive,Turkish lira firmest,high,ytMiarzsGNnk7M8PjIvD0QE,Turkey
EMERGING MARKETS - LatAm currencies jump on easing concerns over global trade,positive,currencies jump on easing concerns,high,ztMiaor5PLacnsEP5dmPmAY,Argentina
EMERGING MARKETS - Mexican peso slumps on NAFTA ; Brazil real regains ground,negative,peso slumps,high,09MiaurPKP_ikdUPrOr6gAU,Argentina
Erdogan asks Turks to prop up lira amid currency volatility,negative,currency volatility,high,2NMiaumuFfKtnsEPnseNgQI,Turkey
Argentina to Include New Companies in Vaca Muerta Labor Deal,positive,Include New Companies,high,3NMiapCYNoWtkdUPofqS6Q0,Argentina
UPDATE 1 - Turkey Botas hikes natural gas price for power generation by 50 pct - sources | Energy & Oil,negative,hikes natural gas price,high,4dMiarWEHd-0kdUPoLz_-A0,Turkey
EMERGING MARKETS - LatAm stocks edge up amid solid earnings season,positive,solid earnings season,high,5tMiarvGBOCJnsEP_fTEuAY,Argentina
"EMERGING MARKETS - Mexico , Brazil currencies up on mixed U . S . data",positive,currencies up,high,6tMiatn4KuuD7M8P4vrYiA4,Argentina
Battered Argentine peso rises after interest rate jump,positive,rises after interest rate jump,high,79MiaqaQD6Dm7M8P1ZLM0AE,Argentina
"Turkey Erdogan sworn in with new powers , names son - in - law ... ",neutral,sworn in with new powers,high,89Miar-ZNLGBkdUP7Y3sgA4,Turkey
BRIEF - Turkey Discount Retailer Sok Marketler completes 2 . 3 bln lira IPO | Agricultural Commodities,positive,completes 2.3 bln lira IPO,high,-NMiaqeqGom0nsEP_PrDmA4,Turkey
IMF deal to stabilize Argentina forex market : central bank chief,positive,stabilize Argentina forex market,high,_dMiaraAA6mEkdUPkq20sQ8,Argentina
Turkey lira hammered after Erdogan says wants greater economic control,negative,lira hammered,high,AdQiavu3JtmN7M8P9IeEiQ4,Turkey
Emerging markets : why politics matter in 2018 | Partner Content,neutral,why politics matter,high,CNQiasrmD6v6nsEPzdj_-A0,Argentina
Central Bank News,neutral,Central Bank News,high,DNQiaofvNaXMnsEPlsaWqA8,Argentina
Latin American equities follow Wall St higher amid light trading,positive,follow Wall St higher,high,FdQiavH8HoWF7M8P_NS28A0,Argentina
"EMERGING MARKETS - Trade woes send jitters through emerging markets , Turkey suffers | News by Country",negative,Trade woes send jitters,high,IdQiavqFHejY7M8P4c62mAE,Turkey
"EMERGING MARKETS - Brazil real surges , Mexico peso slips past 20 / dlr",neutral,"Brazil real surges , Mexico peso slips",high,JtQiaoOmAdq0nsEP79eeMA,Argentina
Argentina underlying problem is weak investment,negative,weak investment,high,KtQiauSSKbainsEPlabu8QE,Argentina
"Automatic Checkweigher Market Global Analysis by 2023 : Avery Weigh - Tronix , Anritsu , OCS and Loma Systems – Mobile Herald",neutral,Global Analysis,high,L9QiasrKDYbj7M8Pyr7SgQ4,Argentina
Turkey central bank raises rates ; lira reverses earlier losses - Article,positive,lira reverses earlier losses,high,M9QiarqcMZWVkdUPwcPviQ4,Turkey
Argentina Moves to Defend the Peso With a Surprise Rate Increase,negative,Defend the Peso,high,ONQiatXMF_XMnsEPsfnP8AU,Argentina
"Trump Increases Pressure On Turkey Amid Currency Crisis , OKs Doubling Of Metals Tariffs",negative,Currency Crisis,high,PdQiaqmVAZ6ykdUPmNqW8A0,Turkey
EMERGING MARKETS - Brazil stocks battered by election uncertainty,negative,battered by election uncertainty,high,QdQiaq2gIvmtkdUPg-q20Q0,Argentina
"As lira crisis raged , Turkish banks were cashing in their gold | CPI Financial | CPI Financial News | Banking and Financial News , Islamic Business and Finance , Commercial Banking",negative,lira crisis raged,high,RtQiao2GB8q5nsEPuaO58QE,Turkey
"Argentina austere Independence Day celebration in Tucuman , with no military parade MercoPress",negative,austere Independence Day celebration,high,S9QiatPzEZuekdUPpcTswQ4,Argentina
Argentina inflation rises 3 . 7 per cent in June,negative,inflation rises,high,T9Qiasi1L9eIkdUPn-TZ4A0,Argentina
"EMERGING MARKETS - Latam currencies fall on technical correction , political jitters",negative,currencies fall,high,VNQiapGVGsuD7M8P1M71-AE,Argentina
Emerging Markets Crisis Alert,negative,Emerging Markets Crisis Alert,high,WNQiat2xO-nk7M8PudaRkQY,Argentina
Turkey says  addressing economy concern after Moody threat,negative,Moody threat,high,XdQiau-gJOOxkdUPjuid0QE,Turkey
S & P urges quick action on Turkish lira decline,negative,Turkish lira decline,high,YtQiaoTWDsD5nsEP3bfjgQ4,Turkey
Brazil equities lead gains as Lula loses in court,positive,equities lead gains,high,ZtQiauq3MNmVkdUP1t-9qAY,Argentina
Turkish banks sell gold,negative,sell gold,medium,a9Qiat36HqLOnsEPiLzb6Q0,Turkey
Turkey economy slowed in second quarter as currency slid,negative,economy slowed,high,cNQiatOtGfy0kdUPouWo4A0,Turkey
Turkey raises tax on foreign currency savings to help lira,positive,help lira,high,ddQiapmsCJ6KkdUPiOLAwAE,Turkey
Battered Argentine peso rises after interest rate jump,positive,rises after interest rate jump,high,edQiau35J7-qnsEPsr-yyAU,Argentina
Argentina economy further contracts in 2Q,negative,further contracts,high,ftQiaveSDtLrkdUPvvy_4Q0,Argentina
Turkey lira hits record lows on Erdogan comments |,negative,hits record lows,high,gtQiaqjSMcy2kdUP7avd6AE,Turkey
"Commentary : Emerging markets , in trade war crossfire , face deepening policy conundrum",negative,deepening policy conundrum,high,h9QiavHkKILonsEP0bSoyQE,Argentina
Argentina plans 2019 payment of $1 . 5 bln in delayed gas subsidies | Energy & Oil,neutral,plans 2019 payment,high,jNQiar7XE4v_nsEPiKvH6AE,Argentina
From Mexico City : Caution Required With Mexican Stocks,negative,Caution Required,high,kNQiavbqN5qD7M8P2KvAgQY,Argentina
UPDATE 3 - Argentina peso jumps 4 pct after central bank offers intervention,positive,peso jumps 4 pct,high,ldQiat3PG4XxnsEP08eW8A0,Argentina
Argentina : Two confessions - not everyone likes them,negative,not everyone likes them,medium,mtQiarKfCfvFnsEPu8-moQY,Argentina
Pan American Silver Announces $79 . 3 million in Net Cash Generated From Operating Activities in Q4 2017,positive,$79.3 million in Net Cash Generated,high,ntQiaonsLNSB7M8PqePhkAU,Argentina
Turkey currency surges more than 3 % on hopes a detained American pastor will be released,positive,currency surges,high,o9QiasGjEea4nsEPnYjMyAY,Turkey
Brazil real outperforms as central bank offsets trade woes,positive,outperforms,high,qNQiav_lNZ_knsEPy6De0AE,Argentina
"EMERGING MARKETS - Colombian peso gains on oil , Mideast tensions",positive,peso gains,high,rdQiaoPYIsvqnsEP87fpyAE,Argentina
Repsol YPF : Economic Conditions Argentina,neutral,Economic Conditions Argentina,high,stQiap72C_G4kdUPn5CGwAE,Argentina
"Turkey central bank hikes inflation view , defends independence",negative,hikes inflation view,high,ttQiatGeNqSBkdUPhrCe8A0,Turkey
"EMERGING MARKETS - Politics , trade talk boost Mexico , rattle Brazil",neutral,"boost Mexico , rattle Brazil",high,u9QiavW0GZ_knsEP4KDe0AE,Argentina
"As US and Turkey break up , experts warn of unsafe ramifications",negative,unsafe ramifications,high,v9QiaufkOuC2nsEPpsj-2AU,Turkey
"Turkey Central Bank keeps interest rates unchanged , vows to maintain tight monetary policy",positive,maintain tight monetary policy,high,xdQiarOICZ6pnsEP8aTJkQY,Turkey
Turkey Markets Plunge as Traders Brace for U . S . Sanction Fallout,negative,Markets Plunge,high,ydQiapqjK6iUkdUP4umaoA4,Turkey
Turkey lira weakens as nationalists say no local election alliance,negative,lira weakens,high,ztQiauqXD6aM7M8P4-K76A8,Turkey
The Turkish lira plunges to a record low after the US announces sanctions,negative,plunges to a record low,high,0tQiatr4L97MnsEPp8y2iA4,Turkey
Turkey economy slowed in second quarter as currency slid,negative,economy slowed,high,19QiavOMF521nsEPme234AU,Turkey
Do Cry For Argentina,negative,Cry For Argentina,high,29Qiaq6xOc3BnsEPzbSc4A0,Argentina
"After grim 2016 , Turkish tourism makes a comeback",positive,makes a comeback,high,4NQiaojJJM2ensEP-YXKiQ4,Turkey
EMERGING MARKETS - Brazil stocks rebound with eye on global trade tensions,positive,stocks rebound,high,5dQiaoe8DIXNnsEPtqPviA4,Argentina
Colombia exports dropped another 13 % in 2016,negative,exports dropped another 13 %,high,6dQiasDJNqSBkdUP3tSegA4,Argentina
UPDATE 7 - Argentina central bank tightens money spigot with sudden rate hike,negative,sudden rate hike,high,7tQiaqWHHeDV7M8PxJ7bgAI,Argentina
Argentina to free retail fuel prices in August,positive,free retail fuel prices,high,89Qiatu8Btnk7M8PlovD0QE,Argentina
"EMERGING MARKETS - U . S . yields , trade woes knock emerging stocks , currencies | Agricultural Commodities",negative,"knock emerging stocks , currencies",high,99QiaouDK7vOnsEPz_3P6A0,Turkey
Turkey Borsa Istanbul down at open | Economy,negative,down at open,high,_NQiariAGJ35nsEPgsjU2AE,Turkey
Argentina plans to free fuel prices starting in August MercoPress,positive,free fuel prices,high,AdUiavKYAbSDkdUP-eLw4A0,Argentina
EMERGING MARKETS - Latin American stocks seesaw after Trump tariff threats,negative,Trump tariff threats,high,BdUiauXrKOT9nsEP7uT_6A0,Argentina
Turkish lira falls further on uncertainty over U . S . row,negative,Turkish lira falls further,high,CtUiauylDZz-nsEP_dOp4AE,Turkey
Turkey Lira Hits New Historic Lows after Erdogan Comments Naharnet,negative,Hits New Historic Lows,high,DtUiaoOILszPnsEPxo7ViQ4,Turkey
Spaniards pull out,negative,pull out,medium,E9UiauCzEsfHnsEP99DO4AQ,Argentina
Agrimoney - News,neutral,News,high,F9UiaujnPOK3nsEP0ZG1iAU,Argentina
Turkish Lira Plunges After Week - long Holiday,negative,Lira Plunges,high,HNUiapj1IrTj7M8Pr_LX2Q0,Turkey
"EMERGING MARKETS - Brazil equities rally amid Wall Street gains , political calm",positive,equities rally,high,IdUiau_gNZS1nsEP7LHHkAU,Argentina
Turkey s currency crash puts economy at heart of election,negative,currency crash,high,JtUiaoDTHJG7nsEPyfzC8A0,Turkey
Journey to Argentina forgotten territory,neutral,forgotten territory,medium,K9UiatzUBfaCkdUPvvav8AE,Argentina
Argentina agrees to $50bn loan from IMF amid national protests,negative,amid national protests,high,L9Uiavn6J9m6kdUPovqV6Q0,Argentina
Turkey Sells $2 Bn of International Bonds,neutral,Sells $2 Bn of International Bonds,high,NNUiatnVCqiEnsEPtdTUiQI,Turkey
"Turkey central bank hikes inflation view , defends independence",negative,hikes inflation view,high,ONUiaqjeMpeGnsEPlb_YiA4,Turkey
Turkish lira gains on hopes of improved U . S . ties,positive,lira gains,high,PdUiavjcHtHi7M8Ps7eV8AE,Turkey
Turkey kills PKK terrorist on green list with 1M lira bounty on his head,neutral,kills PKK terrorist,high,QtUiap3DB8jZ7M8P7tS--A0,Turkey
"Turkish inflation hits 25 percent in October , highest in 15 years",negative,inflation hits 25 percent,high,RtUiarufLO2cnsEPk4nZ8Q0,Turkey
"EMERGING MARKETS - Brazil real sinks , Mexico peso up on cenbank bets",negative,Brazil real sinks,high,TNUiapu3MKD-nsEP-JztmQI,Argentina
Dollar / Peso challenge : Argentina offers to swap one - month Lebacs for long term papers MercoPress,neutral,offers to swap,high,UdUiasbwFvvxnsEPyPmViAY,Argentina
Turkish inflation accelerates to 15 - year high on weakening lira | CPI Financial | CPI Financial News,negative,inflation accelerates to 15 - year high,high,VtUiasiTAoeckdUPz_jCwAY,Turkey
Argentina strikes $50 billion financing deal with IMF,positive,financing deal,high,WtUiapP5I4LwnsEPmer0qQU,Argentina
LatAm stocks range - bound due to U . S . holiday ; Eletrobras jumps,neutral,range-bound,high,X9UiatOxMdCD7M8PremK-Q0,Argentina
EMERGING MARKETS - Brazil equities jump amid global volatility respite,positive,equities jump,high,ZNUiauuPEr6XkdUPvIiw-Q0,Argentina
"Argentina shores the Peso , stock market tumbles , ahead of  Super Tuesday  MercoPress",negative,stock market tumbles,high,aNUiarXdN521nsEPmO234AU,Argentina
Turkish central bank sharply raises inflation forecast - Xinhua,negative,sharply raises inflation forecast,high,bdUiar_iH6_DnsEPqL6kmQ4,Turkey
"Erdoğan calls on citizens to convert their dollars , euros into Turkish Lira",negative,"convert their dollars , euros into Turkish Lira",high,ctUiasP6CcW0nsEPn5vBgA4,Turkey
"Turkey allows forex loan restructuring in lira , banks may face losses",negative,banks may face losses,high,dtUiarrIN4O9kdUP76Sp4Q0,Turkey
"Turkey unexpectedly refrains from rate increase ; markets tumble | CPI Financial | CPI Financial News | Banking and Financial News , Islamic Business and Finance , Commercial Banking",negative,markets tumble,high,e9UiasK5JNiUkdUPws_akA4,Turkey
Argentina raises interest rates to 40 % - BusinessGhana News,negative,raises interest rates to 40 %,high,gNUiarzPCcXxnsEPp5_i8AE,Argentina
"EMERGING MARKETS - Emerging stocks find solace after October wild ride , currencies weaken",neutral,find solace after October wild ride,medium,hNUiasHKMeGK7M8Po9rXiQI,Turkey
"EMERGING MARKETS - Trade woes send jitters through emerging markets , Turkey suffers",negative,Trade woes send jitters,high,idUiauikJPOMkdUPmpbQgQY,Turkey
Why the World Should Fear Erdoganomics,negative,Fear Erdoganomics,high,jtUiasTjCMvqkdUP8dfPiA8,Turkey
Argentina taps New York amid market lull,neutral,market lull,medium,ktUiapzEKfmsnsEPxYaI8AE,Argentina
Collectif Cheikh Yassine : US and Turkey  quietly  working on release of American pastor,neutral,quietly working on release,high,l9Uiaqj_D6WlkdUPlK2_-AE,Turkey
Turkish lira strengthens after U . S . remarks on detained pastor,positive,lira strengthens,high,m9UiatGtM7i1kdUPm_KAuQ4,Turkey
Turkey hikes tax on forex deposits to prop up lira,negative,prop up lira,high,oNUiaqaCF9nk7M8PjIvD0QE,Turkey
World Central Banks Just Cant Quit on Currency Intervention,negative,Cant Quit on Currency Intervention,medium,ptUiasfEELacnsEP5dmPmAY,Argentina
EMERGING MARKETS - LatAm markets fall on U . S . rate hike prospects after wage data,negative,markets fall,high,qtUiaorpNv_ikdUPrOr6gAU,Argentina
"EMERGING MARKETS - Mexico peso surges , Brazil real rebounds from rout",positive,surges,high,r9UiaqKZF_KtnsEPnseNgQI,Argentina
